Identifier	Character	Dialogue	Filename	Line Number
Beijing_chapter_one_b28b08cd		Professor Po bit his lip and focussed on the blank piece of paper in front of him.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	142
Beijing_chapter_one_5d10b5e0	fang	Yeah it is...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	143
Beijing_chapter_one_c4d78fcd	Po	Lets start off with being realistic.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	144
Beijing_chapter_one_0933b80e	Po	Your hometown.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	145
Beijing_chapter_one_a5708e11	Po	What is your background in terms of location?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	146
Beijing_chapter_one_0f823fec	Po	I know you and your family have moved places over the years...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	147
Beijing_chapter_one_b641237d	Po	It's best to choose what is your go-to "home".	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	148
Beijing_chapter_one_cc0cda18	Po	Where is it most convenient for you to return home? What would your gut feeling say?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	149
Beijing_chapter_one_f64a65aa	fang	I'm from Peiping	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	156
Beijing_chapter_one_4ceecee6	Gu	I'd suggest you move out of Peiping.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	157
Beijing_chapter_one_e425db46	Gu	I mean the hawks don't care.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	158
Beijing_chapter_one_f6496729	Po	All they'll see is you living in this large house and stereotype you as a capitalist.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	159
Beijing_chapter_one_1d80e97c	Po	The reason why you should move out is because of the war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	160
Beijing_chapter_one_5e50df52	Po	There have been all sorts of conflcits ocurring on the outskirts of Peiping.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	161
Beijing_chapter_one_bc2be184	Po	This place will be levelled down with bombs.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	162
Beijing_chapter_one_272b17bc	Gu	Yan'an is swarming with communists otherwise I would have recommended a temporary stay there.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	163
Beijing_chapter_one_42507a61	Gu	My best bet would be to send you to Tsingtao or further south where the Japanese won't be able to fight through.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	164
Beijing_chapter_one_b39a2614	Po	I'd have to be agree with Ku-hsien-sheng	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	165
Beijing_chapter_one_2ad5fc0f	Gu	I have a shcolarly friends all across the place who can provide you with oppurtunities for work.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	166
Beijing_chapter_one_4e35239f	Gu	Tsingtao will be familiar to you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	167
Beijing_chapter_one_99948c6e	Po	Even if they do reach Tsingtao you can always go to Nanking.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	168
Beijing_chapter_one_2a919b1d	Po	What do you make of it?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	169
Beijing_chapter_one_4ca4d725	fang	It's a pending decision.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	170
Beijing_chapter_one_80524b50	Po	That makes sense.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	171
Beijing_chapter_one_02dbef87	Po	As of now both armies are mobilisng so there will be a lot of crossfire here at the inception of the war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	172
Beijing_chapter_one_f95abddc	Po	Back in Da-ren when there was conflict I knew that I could possibly be in danger so I had to act quick.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	173
Beijing_chapter_one_563dd877	Po	I buckled down at my boarding school for a few weeks.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	174
Beijing_chapter_one_16360afb	Po	We waited and waited as the food came in slower and slower.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	175
Beijing_chapter_one_f4d70915	Po	It was scary but we didn't care about that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	176
Beijing_chapter_one_3cc25b1a	Po	Everyone wanted to feel a full stomach again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	177
Beijing_chapter_one_285bacaf	Po	Eventually I snuck out and went to the ports.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	178
Beijing_chapter_one_b574e10a	Po	I hoarded some stuff and went back to the school.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	179
Beijing_chapter_one_5c25d56b	Po	Anyway I'll tell the rest a little later.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	180
Beijing_chapter_one_5a28c8a0	Po	We have an "interview" here.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	181
Beijing_chapter_one_5a3a4cca	fang	I'm from Nanking	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	187
Beijing_chapter_one_f8f78b03	Gu	Well, the capital is a good place.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	188
Beijing_chapter_one_254b02d3	Gu	Nationalists would fight to the death to keep it safe.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	189
Beijing_chapter_one_ad1ab2c6	Gu	I doubt the Japanese would get that far to Nanking anyway.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	190
Beijing_chapter_one_d60980d5	Po	I doubt it too. I can't predict how the war will go, but the capital city will be heavily defended.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	191
Beijing_chapter_one_93586bfe	Gu	Your hometown seem to be out of harms way and strife.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	192
Beijing_chapter_one_3042fbe9	Po	The only issue is that it's close to Shanghai.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	193
Beijing_chapter_one_e7138c55	fang	What's wrong with that?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	194
Beijing_chapter_one_0d146a2d	Po	It's an international settlement area.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	195
Beijing_chapter_one_eb59710e	Po	After the Opium wars and the onset of unequal treaties an international zone was established.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	196
Beijing_chapter_one_b03936e3	Po	It's under Kuomintang sovereignty but areas of it are allocated to the French, British etc.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	197
Beijing_chapter_one_31f1f41f	Po	While the Japanese don't have any legal right that I'm aware of they have an "unofficial settelemt" in Kongkew.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	198
Beijing_chapter_one_dee41914	Po	It's called "Little Tokyo".	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	199
Beijing_chapter_one_0f985d2c	Po	That means Shanghai is the gateway to Chinese territory.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	200
Beijing_chapter_one_2c026cf5	Po	If you're going to be in Nanking you have to be aware of that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	201
Beijing_chapter_one_23c6bff7	Po	They might as well just leap frog the legal framework of the Shanghai International Zone.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	202
Beijing_chapter_one_93e81bb6	Po	War is chaotic and often...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	203
Beijing_chapter_one_3a16f42c	Po	Unpredictable.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	204
Beijing_chapter_one_7a77f310		Uncle Ku has listened with extreme curisoity.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	205
Beijing_chapter_one_d665a2bf		It seemed this was the first time he had learnt about the legal status of Shanghai.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	206
Beijing_chapter_one_5b1c9e97	fang	That's so interesting.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	207
Beijing_chapter_one_1de4af17	Po	I could be a military strategist with this much analytical skill.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	208
Beijing_chapter_one_03a5fbdb		He gave a dry laugh.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	209
Beijing_chapter_one_3f994f98	Po	Anyway lets get going with the questions.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	210
Beijing_chapter_one_725562ed	fang	I'm from Kwangchow	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	216
Beijing_chapter_one_d4a7a31f	Gu	Under Chen Chi-Tang?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	217
Beijing_chapter_one_2c564340	Gu	I wonder if he can survive or General Chiang will have to bail him out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	218
Beijing_chapter_one_7d1d302f	Gu	I think you're safe there, besides you'll fit in there more that here.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	219
Beijing_chapter_one_93586bfe_1	Gu	Your hometown seem to be out of harms way and strife.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	220
Beijing_chapter_one_e066f5b6	fang	Guangzhou is under Chiang's direct rule now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	221
Beijing_chapter_one_23c084c3	Gu	Oh really?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	222
Beijing_chapter_one_e65ff6a7	Po	Didn't he take control about a year ago?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	223
Beijing_chapter_one_71aa2917	Po	I'm not so up to date with that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	224
Beijing_chapter_one_11e9f7c8	fang	Yes that's true.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	225
Beijing_chapter_one_f2e97a4e	Po	The south is diverse isn't it?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	226
Beijing_chapter_one_7167f3ac		Porfessor Po has this rhetoric that made him interesting to listen to.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	227
Beijing_chapter_one_b2444729	Po	Can you speak Cantonese?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	228
Beijing_chapter_one_c9d3281d	fang	Yes I can.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	229
Beijing_chapter_one_a9ca1a43	Po	I think it's a beautiful language.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	230
Beijing_chapter_one_78af48f6		Uncle Ku made a smirk.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	231
Beijing_chapter_one_4672a245	Gu	No offense Po-Hsian-Sheng, I prefer Mandarin.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	232
Beijing_chapter_one_d527419d		Professor Po flashed a surprised face.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	233
Beijing_chapter_one_1de9208a	Po	How so?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	234
Beijing_chapter_one_165bb866	Gu	In Cantonese there are many more tones.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	235
Beijing_chapter_one_e35f5168	Gu	Mandarin only has four.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	236
Beijing_chapter_one_7a01bdb0	Gu	I also believe in focussing on a vernacular language.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	237
Beijing_chapter_one_74cac819	Po	Acceptable views I guess.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	238
Beijing_chapter_one_d5122e05	Po	But I don't realise how these points prove Cantonese is not a beautiful language.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	239
Beijing_chapter_one_eac8c6b4	Po	The diveristy in tones make it much more rhythmic.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	240
Beijing_chapter_one_13179f9d	Gu	To each their own.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	241
Beijing_chapter_one_0fa1ddaa	Po	Glad to disagree Ku-hsien-sheng	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	242
Beijing_chapter_one_35d18710		Professor Po flashed a smile and Uncle Ku teasignly.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	243
Beijing_chapter_one_3346e42e	Gu	Let's get on with the questions.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	244
Beijing_chapter_one_1e35d872	fang	I'm from Hong-Kong	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	250
Beijing_chapter_one_9231bd50	Po	It is a good place.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	251
Beijing_chapter_one_bf3dcb97	Po	The British may be a bit foreign to us mainlanders but at least their territories aren't at risk of being involved in a war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	252
Beijing_chapter_one_93586bfe_2	Gu	Your hometown seem to be out of harms way and strife.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	253
Beijing_chapter_one_9f8a99d8	Po	I take it you are fluent in English?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	254
Beijing_chapter_one_220093ab	fang	Yes, that is true.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	255
Beijing_chapter_one_98093170	Po	Do you read the bible in Cantonese as well?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	256
Beijing_chapter_one_84ad2450	fang	Yes we have it in many languages.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	257
Beijing_chapter_one_eb41d97b	Po	It's nice to learn about the other places in this country.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	258
Beijing_chapter_one_27564383	Po	It's so diverse.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	259
Beijing_chapter_one_ea7c9fc5	Po	Each place seemes to teach you something new.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	260
Beijing_chapter_one_fdd0f819		I seem to agree with it also.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	261
Beijing_chapter_one_5ce31e67		Alot of cities in China are pockets of intenrational influence from Hong-Kong to Macau to Shanghai etc.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	262
Beijing_chapter_one_4745b5e6		At times two people in the same country feel alien to each other.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	263
Beijing_chapter_one_b09edfba		No wonder there's so much divisions in our society.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	264
Beijing_chapter_one_a88b3656		So many warlords and independant states.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	265
Beijing_chapter_one_d463037e	Po	Fang!	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	266
Beijing_chapter_one_9990c1d7		I sat up qucikly and faced Professor Po.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	267
Beijing_chapter_one_3d7a7b32	Po	You dozed out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	268
Beijing_chapter_one_cbef447f	fang	Seems to be a unending habit.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	270
Beijing_chapter_one_1459168b	Po	you'll grow out of it I'm sure.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	271
Beijing_chapter_one_e0f7a843	Po	I wanted to go to the next question.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	272
Beijing_chapter_one_f14847bf	fang	I'm from Macau	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	278
Beijing_chapter_one_ba28c024	Gu	A place that won't get thrashed by war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	279
Beijing_chapter_one_2a8f6958	Gu	Portugese don't involve themselves in wars.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	280
Beijing_chapter_one_3a020593	Gu	Plus they let Chiense culture flourish unlike the Guizi in Hong Kong.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	281
Beijing_chapter_one_0406ad44		Uncle Ku has a strong bias for Macao, he disliked how the British ran Hong Kong and prefered Portugese ruled Macao.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	282
Beijing_chapter_one_9c6772bb	Gu	Some people are born lucky I guess.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	283
Beijing_chapter_one_1d27846f	Po	Will you go ahead and start gambling?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	284
Beijing_chapter_one_0bc2060a	Po	Gambling is like water in Macao. A necessity.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	285
Beijing_chapter_one_6c3a3c86		Professor Po gave a laugh about it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	286
Beijing_chapter_one_57c334fb		Uncle Gu did not approve of gambling but laughed at this joke regardless.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	287
Beijing_chapter_one_5f3e6b25	Gu	I think it is a safe place that you should consider returning to.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	288
Beijing_chapter_one_93586bfe_3	Gu	Your hometown seem to be out of harms way and strife.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	289
Beijing_chapter_one_fcd6b284	Gu	I suggest you go back to your family and try to prepare what to do next.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	290
Beijing_chapter_one_aca559de	fang	I'm from Taiwan	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	296
Beijing_chapter_one_f30014a9	Gu	From the foreign devils themself.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	297
Beijing_chapter_one_7c978644		He chuckles	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	298
Beijing_chapter_one_16ce5b87	Gu	They won't mess with you then I guess.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	299
Beijing_chapter_one_d1c2d634	Po	Out of curiosity...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	300
Beijing_chapter_one_0d5bb890	Po	How have the Japanese run Taiwan?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	301
Beijing_chapter_one_b0fd8a53	Po	So what are you doing in Peiping right now?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	312
Beijing_chapter_one_4b858c87		Fang gained 3 Determination; 3 Intellect and 2 Dexterity!	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	318
